Date,Count,Status ,av
09/01/22,180111,Cases,112069.7143
10/01/22,167067,Cases,130624.4286
11/01/22,195359,Cases,150232.5714
12/01/22,247266,Cases,172586.8571
13/01/22,264207,Cases,193613.1429
14/01/22,269047,Cases,211804.7143
15/01/22,271156,Cases,227744.7143
16/01/22,258739,Cases,238977.2857
17/01/22,236966,Cases,248962.8571
18/01/22,282951,Cases,261476
19/01/22,317839,Cases,271557.8571
20/01/22,344278,Cases,282996.5714
14/03/20,2,Deaths,0.333333333
15/03/20,0,Deaths,0.285714286
16/03/20,0,Deaths,0.714285714
17/03/20,1,Deaths,1
18/03/20,0,Deaths,1
19/03/20,1,Deaths,1.142857143
20/03/20,0,Deaths,1.714285714
21/03/20,0,Deaths,2.142857143
22/03/20,3,Deaths,2.857142857
23/03/20,2,Deaths,2.857142857
24/03/20,1,Deaths,4.428571429
25/03/20,1,Deaths,5.142857143
26/03/20,5,Deaths,6.285714286
27/03/20,3,Deaths,7.571428571
28/03/20,5,Deaths,9.142857143
29/03/20,3,Deaths,10.28571429
30/03/20,13,Deaths,13
31/03/20,6,Deaths,13.42857143
01/04/20,9,Deaths,16.42857143
02/04/20,14,Deaths,18
03/04/20,14,Deaths,22.57142857
04/04/20,13,Deaths,23.71428571
05/04/20,22,Deaths,27.71428571
06/04/20,16,Deaths,30.57142857
07/04/20,27,Deaths,32.14285714
08/04/20,20,Deaths,33.57142857
09/04/20,46,Deaths,34.57142857
10/04/20,22,Deaths,31.71428571
11/04/20,41,Deaths,34
12/04/20,42,Deaths,33.14285714
13/04/20,27,Deaths,32.57142857
14/04/20,37,Deaths,33.42857143
15/04/20,27,Deaths,35.71428571
16/04/20,26,Deaths,37
17/04/20,38,Deaths,39
18/04/20,35,Deaths,42
19/04/20,38,Deaths,43.28571429
20/04/20,33,Deaths,45.85714286
21/04/20,53,Deaths,49.42857143
22/04/20,36,Deaths,51.71428571
23/04/20,40,Deaths,56.71428571
24/04/20,59,Deaths,61.71428571
25/04/20,44,Deaths,64.28571429
26/04/20,56,Deaths,71.14285714
27/04/20,58,Deaths,83.14285714
28/04/20,69,Deaths,89.57142857
29/04/20,71,Deaths,98
30/04/20,75,Deaths,100.8571429
01/05/20,77,Deaths,105
02/05/20,92,Deaths,107.8571429
03/05/20,140,Deaths,111.1428571
04/05/20,103,Deaths,107.1428571
05/05/20,128,Deaths,104
06/05/20,91,Deaths,102.8571429
07/05/20,104,Deaths,109.4285714
08/05/20,97,Deaths,108.4285714
09/05/20,115,Deaths,109.4285714
10/05/20,112,Deaths,110.1428571
11/05/20,81,Deaths,115.8571429
12/05/20,120,Deaths,123
13/05/20,137,Deaths,126.7142857
14/05/20,97,Deaths,126.2857143
15/05/20,104,Deaths,133.5714286
16/05/20,120,Deaths,139
17/05/20,152,Deaths,142.1428571
18/05/20,131,Deaths,142.7142857
19/05/20,146,Deaths,145.4285714
20/05/20,134,Deaths,149.2857143
21/05/20,148,Deaths,157
22/05/20,142,Deaths,161
23/05/20,142,Deaths,179.1428571
24/05/20,156,Deaths,188.1428571
25/05/20,150,Deaths,197.5714286
26/05/20,173,Deaths,204.8571429
27/05/20,188,Deaths,211.8571429
28/05/20,176,Deaths,222
29/05/20,269,Deaths,236
30/05/20,205,Deaths,238.4285714
31/05/20,222,Deaths,251.5714286
01/06/20,201,Deaths,257.1428571
02/06/20,222,Deaths,267.1428571
03/06/20,259,Deaths,274.2857143
04/06/20,274,Deaths,288.4285714
05/06/20,286,Deaths,305.5714286
06/06/20,297,Deaths,320.1428571
07/06/20,261,Deaths,321.8571429
08/06/20,271,Deaths,330.8571429
09/06/20,272,Deaths,348.7142857
10/06/20,358,Deaths,596.1428571
11/06/20,394,Deaths,593.7142857
12/06/20,388,Deaths,586.4285714
13/06/20,309,Deaths,583
14/06/20,324,Deaths,582.8571429
15/06/20,396,Deaths,597.4285714
16/06/20,2004,Deaths,585.4285714
17/06/20,341,Deaths,366
18/06/20,343,Deaths,377.8571429
19/06/20,364,Deaths,386.1428571
20/06/20,308,Deaths,388.5714286
21/06/20,426,Deaths,403.7142857
22/06/20,312,Deaths,397.7142857
23/06/20,468,Deaths,412.7142857
24/06/20,424,Deaths,418.1428571
25/06/20,401,Deaths,420.1428571
26/06/20,381,Deaths,416.8571429
27/06/20,414,Deaths,425.8571429
28/06/20,384,Deaths,454
29/06/20,417,Deaths,459.2857143
30/06/20,506,Deaths,467.2857143
01/07/20,438,Deaths,463.4285714
02/07/20,378,Deaths,471.1428571
03/07/20,444,Deaths,485.5714286
04/07/20,611,Deaths,496.4285714
05/07/20,421,Deaths,486.7142857
06/07/20,473,Deaths,498
07/07/20,479,Deaths,507.7142857
08/07/20,492,Deaths,523.1428571
09/07/20,479,Deaths,540.5714286
10/07/20,520,Deaths,569.2857143
11/07/20,543,Deaths,591.5714286
12/07/20,500,Deaths,591.5714286
13/07/20,541,Deaths,616.5714286
14/07/20,587,Deaths,624.4285714
15/07/20,614,Deaths,636.4285714
16/07/20,680,Deaths,710.1428571
17/07/20,676,Deaths,720.8571429
18/07/20,543,Deaths,733.2857143
19/07/20,675,Deaths,756.1428571
20/07/20,596,Deaths,760.2857143
21/07/20,671,Deaths,766.8571429
22/07/20,1130,Deaths,781.5714286
23/07/20,755,Deaths,730.8571429
24/07/20,763,Deaths,735
25/07/20,703,Deaths,735.1428571
26/07/20,704,Deaths,756.7142857
27/07/20,642,Deaths,764.7142857
28/07/20,774,Deaths,788.1428571
29/07/20,775,Deaths,798.8571429
30/07/20,784,Deaths,819.4285714
31/07/20,764,Deaths,835.8571429
01/08/20,854,Deaths,860.4285714
02/08/20,760,Deaths,863.4285714
03/08/20,806,Deaths,899.5714286
04/08/20,849,Deaths,911.1428571
05/08/20,919,Deaths,909.1428571
06/08/20,899,Deaths,913.5714286
07/08/20,936,Deaths,928.8571429
08/08/20,875,Deaths,936.4285714
09/08/20,1013,Deaths,947.4285714
10/08/20,887,Deaths,938.7142857
11/08/20,835,Deaths,937.7142857
12/08/20,950,Deaths,975.4285714
13/08/20,1006,Deaths,979.5714286
14/08/20,989,Deaths,976
15/08/20,952,Deaths,970.8571429
16/08/20,952,Deaths,966
17/08/20,880,Deaths,950.8571429
18/08/20,1099,Deaths,947.1428571
19/08/20,979,Deaths,942.4285714
20/08/20,981,Deaths,947.8571429
21/08/20,953,Deaths,960
22/08/20,918,Deaths,969.4285714
23/08/20,846,Deaths,973
24/08/20,854,Deaths,989.2857143
25/08/20,1066,Deaths,983.8571429
26/08/20,1017,Deaths,978.2857143
27/08/20,1066,Deaths,979.5714286
28/08/20,1019,Deaths,982
29/08/20,943,Deaths,988.7142857
30/08/20,960,Deaths,1003.142857
31/08/20,816,Deaths,1009.571429
01/09/20,1027,Deaths,1054.285714
02/09/20,1026,Deaths,1065.714286
03/09/20,1083,Deaths,1086
04/09/20,1066,Deaths,1104.571429
05/09/20,1044,Deaths,1124
06/09/20,1005,Deaths,1133.571429
07/09/20,1129,Deaths,1152.857143
08/09/20,1107,Deaths,1142.142857
09/09/20,1168,Deaths,1167
10/09/20,1213,Deaths,1163
11/09/20,1202,Deaths,1157.571429
12/09/20,1111,Deaths,1160.285714
13/09/20,1140,Deaths,1165.714286
14/09/20,1054,Deaths,1165
15/09/20,1281,Deaths,1165.285714
16/09/20,1140,Deaths,1137.285714
17/09/20,1175,Deaths,1134.857143
18/09/20,1221,Deaths,1130.428571
19/09/20,1149,Deaths,1112.142857
20/09/20,1135,Deaths,1108.571429
21/09/20,1056,Deaths,1095
22/09/20,1085,Deaths,1054.857143
23/09/20,1123,Deaths,1068.142857
24/09/20,1144,Deaths,1076.142857
25/09/20,1093,Deaths,1069.714286
26/09/20,1124,Deaths,1066.142857
27/09/20,1040,Deaths,1039.428571
28/09/20,775,Deaths,1019.857143
29/09/20,1178,Deaths,1035.714286
30/09/20,1179,Deaths,1008.857143
01/10/20,1099,Deaths,978
02/10/20,1068,Deaths,959.1428571
03/10/20,937,Deaths,939.2857143
04/10/20,903,Deaths,937
05/10/20,886,Deaths,924.1428571
06/10/20,990,Deaths,899
07/10/20,963,Deaths,861.4285714
08/10/20,967,Deaths,822.4285714
09/10/20,929,Deaths,810.2857143
10/10/20,921,Deaths,797.5714286
11/10/20,813,Deaths,813.4285714
12/10/20,710,Deaths,780.4285714
13/10/20,727,Deaths,763.1428571
14/10/20,690,Deaths,761.2857143
15/10/20,882,Deaths,762.8571429
16/10/20,840,Deaths,734.8571429
17/10/20,1032,Deaths,708.4285714
18/10/20,582,Deaths,643.5714286
19/10/20,589,Deaths,629.4285714
20/10/20,714,Deaths,614.5714286
21/10/20,701,Deaths,585.5714286
22/10/20,686,Deaths,559
23/10/20,655,Deaths,541.2857143
24/10/20,578,Deaths,526.2857143
25/10/20,483,Deaths,510.7142857
26/10/20,485,Deaths,511.8571429
27/10/20,511,Deaths,513.7142857
28/10/20,515,Deaths,513.5714286
29/10/20,562,Deaths,541
30/10/20,550,Deaths,556.7142857
31/10/20,469,Deaths,560.5714286
01/11/20,491,Deaths,573.1428571
02/11/20,498,Deaths,573.1428571
03/11/20,510,Deaths,566.2857143
04/11/20,707,Deaths,566.4285714
05/11/20,672,Deaths,544
06/11/20,577,Deaths,525.7142857
07/11/20,557,Deaths,517.1428571
08/11/20,491,Deaths,501.8571429
09/11/20,450,Deaths,493.7142857
10/11/20,511,Deaths,493.8571429
11/11/20,550,Deaths,488.2857143
12/11/20,544,Deaths,493.4285714
13/11/20,517,Deaths,498.8571429
14/11/20,450,Deaths,505.5714286
15/11/20,434,Deaths,512.5714286
16/11/20,451,Deaths,523.4285714
17/11/20,472,Deaths,527.7142857
18/11/20,586,Deaths,530.1428571
19/11/20,582,Deaths,520.4285714
20/11/20,564,Deaths,507.4285714
21/11/20,499,Deaths,496.2857143
22/11/20,510,Deaths,495.7142857
23/11/20,481,Deaths,486.2857143
24/11/20,489,Deaths,486.4285714
25/11/20,518,Deaths,488.1428571
26/11/20,491,Deaths,489.2857143
27/11/20,486,Deaths,496.4285714
28/11/20,495,Deaths,500
29/11/20,444,Deaths,498.1428571
30/11/20,482,Deaths,490.4285714
01/12/20,501,Deaths,476.7142857
02/12/20,526,Deaths,462.5714286
03/12/20,541,Deaths,446.4285714
04/12/20,511,Deaths,427.8571429
05/12/20,482,Deaths,418
06/12/20,390,Deaths,405
07/12/20,386,Deaths,397.5714286
08/12/20,402,Deaths,393
09/12/20,413,Deaths,390.4285714
10/12/20,411,Deaths,382.2857143
11/12/20,442,Deaths,372.4285714
12/12/20,391,Deaths,358.1428571
13/12/20,338,Deaths,351.1428571
14/12/20,354,Deaths,350.2857143
15/12/20,384,Deaths,342.8571429
16/12/20,356,Deaths,335
17/12/20,342,Deaths,329.1428571
18/12/20,342,Deaths,328.4285714
19/12/20,342,Deaths,315.4285714
20/12/20,332,Deaths,306.5714286
21/12/20,302,Deaths,299.2857143
22/12/20,329,Deaths,291.8571429
23/12/20,315,Deaths,285.5714286
24/12/20,337,Deaths,283.2857143
25/12/20,251,Deaths,270
26/12/20,280,Deaths,268
27/12/20,281,Deaths,258.8571429
28/12/20,250,Deaths,249.4285714
29/12/20,285,Deaths,242.2857143
30/12/20,299,Deaths,239.4285714
31/12/20,244,Deaths,228.4285714
01/01/21,237,Deaths,226.8571429
02/01/21,216,Deaths,225.7142857
03/01/21,215,Deaths,225.2857143
04/01/21,200,Deaths,216
05/01/21,265,Deaths,211.1428571
06/01/21,222,Deaths,201.8571429
07/01/21,233,Deaths,198.8571429
08/01/21,229,Deaths,192.5714286
09/01/21,213,Deaths,185
10/01/21,150,Deaths,180.4285714
11/01/21,166,Deaths,179.7142857
12/01/21,200,Deaths,175.5714286
13/01/21,201,Deaths,170.1428571
14/01/21,189,Deaths,163.1428571
15/01/21,176,Deaths,159.1428571
16/01/21,181,Deaths,155.8571429
17/01/21,145,Deaths,152.2857143
18/01/21,137,Deaths,150.2857143
19/01/21,162,Deaths,147.2857143
20/01/21,152,Deaths,143.8571429
21/01/21,161,Deaths,139.7142857
22/01/21,153,Deaths,139.8571429
23/01/21,156,Deaths,137.5714286
24/01/21,131,Deaths,133.5714286
25/01/21,116,Deaths,131.4285714
26/01/21,138,Deaths,128.2857143
27/01/21,123,Deaths,124.7142857
28/01/21,162,Deaths,122.4285714
29/01/21,137,Deaths,116.4285714
30/01/21,128,Deaths,110.4285714
31/01/21,116,Deaths,102.8571429
01/02/21,94,Deaths,98.57142857
02/02/21,113,Deaths,96.28571429
03/02/21,107,Deaths,93.57142857
04/02/21,120,Deaths,94
05/02/21,95,Deaths,89
06/02/21,75,Deaths,90.28571429
07/02/21,86,Deaths,92.28571429
08/02/21,78,Deaths,93
09/02/21,94,Deaths,93.57142857
10/02/21,110,Deaths,94.28571429
11/02/21,85,Deaths,92.85714286
12/02/21,104,Deaths,95
13/02/21,89,Deaths,94.42857143
14/02/21,91,Deaths,94.42857143
15/02/21,82,Deaths,93.28571429
16/02/21,99,Deaths,92.42857143
17/02/21,100,Deaths,93
18/02/21,100,Deaths,98.85714286
19/02/21,100,Deaths,101.5714286
20/02/21,89,Deaths,103.5714286
21/02/21,83,Deaths,106.7142857
22/02/21,76,Deaths,110.2857143
23/02/21,103,Deaths,112.5714286
24/02/21,141,Deaths,111.8571429
25/02/21,119,Deaths,104.1428571
26/02/21,114,Deaths,103.2857143
27/02/21,111,Deaths,102.5714286
28/02/21,108,Deaths,101
01/03/21,92,Deaths,99.42857143
02/03/21,98,Deaths,97.14285714
03/03/21,87,Deaths,102.1428571
04/03/21,113,Deaths,107.5714286
05/03/21,109,Deaths,108.4285714
06/03/21,100,Deaths,112.8571429
07/03/21,97,Deaths,121.2857143
08/03/21,76,Deaths,124.5714286
09/03/21,133,Deaths,132.2857143
10/03/21,125,Deaths,140
11/03/21,119,Deaths,146.5714286
12/03/21,140,Deaths,151.8571429
13/03/21,159,Deaths,158.7142857
14/03/21,120,Deaths,164
15/03/21,130,Deaths,177.2857143
16/03/21,187,Deaths,186.8571429
17/03/21,171,Deaths,199.7142857
18/03/21,156,Deaths,210.8571429
19/03/21,188,Deaths,225.2857143
20/03/21,196,Deaths,240.1428571
21/03/21,213,Deaths,256.5714286
22/03/21,197,Deaths,268.2857143
23/03/21,277,Deaths,278.1428571
24/03/21,249,Deaths,289.2857143
25/03/21,257,Deaths,319.1428571
26/03/21,292,Deaths,349.2857143
27/03/21,311,Deaths,409.4285714
28/03/21,295,Deaths,438.4285714
29/03/21,266,Deaths,464.4285714
30/03/21,355,Deaths,490.1428571
31/03/21,458,Deaths,529.4285714
01/04/21,468,Deaths,561.7142857
02/04/21,713,Deaths,609.4285714
03/04/21,514,Deaths,618
04/04/21,477,Deaths,664.2857143
05/04/21,446,Deaths,725.2857143
06/04/21,630,Deaths,787.2857143
07/04/21,684,Deaths,843.8571429
08/04/21,802,Deaths,894.4285714
09/04/21,773,Deaths,949
10/04/21,838,Deaths,1029.714286
11/04/21,904,Deaths,1124
12/04/21,880,Deaths,1226.285714
13/04/21,1026,Deaths,1351.571429
14/04/21,1038,Deaths,1493.714286
15/04/21,1184,Deaths,1645.571429
16/04/21,1338,Deaths,1798.857143
17/04/21,1498,Deaths,1982
18/04/21,1620,Deaths,2162.428571
19/04/21,1757,Deaths,2332.142857
20/04/21,2021,Deaths,2475.714286
21/04/21,2101,Deaths,2656.428571
22/04/21,2257,Deaths,2877.142857
23/04/21,2620,Deaths,3055
24/04/21,2761,Deaths,3184.285714
25/04/21,2808,Deaths,3316.285714
26/04/21,2762,Deaths,3404.142857
27/04/21,3286,Deaths,3500.857143
28/04/21,3646,Deaths,3572.285714
29/04/21,3502,Deaths,3619.857143
30/04/21,3525,Deaths,3680
01/05/21,3685,Deaths,3781.142857
02/05/21,3423,Deaths,3839.285714
03/05/21,3439,Deaths,3885.857143
04/05/21,3786,Deaths,3948.714286
05/05/21,3979,Deaths,4007.571429
06/05/21,3923,Deaths,4028.857143
07/05/21,4233,Deaths,4039.857143
08/05/21,4092,Deaths,3990.714286
09/05/21,3749,Deaths,3988.571429
10/05/21,3879,Deaths,4038.428571
11/05/21,4198,Deaths,4103.428571
12/05/21,4128,Deaths,4150.714286
13/05/21,4000,Deaths,4114.857143
14/05/21,3889,Deaths,4144.714286
15/05/21,4077,Deaths,4188.285714
16/05/21,4098,Deaths,4140
17/05/21,4334,Deaths,4190.857143
18/05/21,4529,Deaths,4073
19/05/21,3877,Deaths,4020.285714
20/05/21,4209,Deaths,4015.428571
21/05/21,4194,Deaths,3936.857143
22/05/21,3739,Deaths,3853.571429
23/05/21,4454,Deaths,3814.142857
24/05/21,3509,Deaths,3625
25/05/21,4160,Deaths,3521.285714
26/05/21,3843,Deaths,3384.857143
27/05/21,3659,Deaths,3249.857143
28/05/21,3611,Deaths,3115.285714
29/05/21,3463,Deaths,3081.142857
30/05/21,3130,Deaths,2969.571429
31/05/21,2783,Deaths,2871.571429
01/06/21,3205,Deaths,2775
02/06/21,2898,Deaths,2634.571429
03/06/21,2717,Deaths,3097.571429
04/06/21,3372,Deaths,3197.142857
05/06/21,2682,Deaths,3286.285714
06/06/21,2444,Deaths,3374.571429
07/06/21,2107,Deaths,3585.714286
08/06/21,2222,Deaths,3675.142857
09/06/21,6139,Deaths,3720.571429
10/06/21,3414,Deaths,3176.285714
11/06/21,3996,Deaths,2915.857143
12/06/21,3300,Deaths,2580
13/06/21,3922,Deaths,2333.428571
14/06/21,2733,Deaths,1976.571429
15/06/21,2540,Deaths,1752.857143
16/06/21,2329,Deaths,1584.142857
17/06/21,1591,Deaths,1440.428571
18/06/21,1645,Deaths,1402.857143
19/06/21,1574,Deaths,1336.857143
20/06/21,1424,Deaths,1291.714286
21/06/21,1167,Deaths,1228
22/06/21,1359,Deaths,1190.857143
23/06/21,1323,Deaths,1113.714286
24/06/21,1328,Deaths,1067.857143
25/06/21,1183,Deaths,1000.571429
26/06/21,1258,Deaths,936.8571429
27/06/21,978,Deaths,892.8571429
28/06/21,907,Deaths,856.7142857
29/06/21,819,Deaths,806
30/06/21,1002,Deaths,821.8571429
01/07/21,857,Deaths,795.7142857
02/07/21,737,Deaths,803
03/07/21,950,Deaths,870.1428571
04/07/21,725,Deaths,862.7142857
05/07/21,552,Deaths,862
06/07/21,930,Deaths,1072.285714
07/07/21,819,Deaths,1028.714286
08/07/21,908,Deaths,994.2857143
09/07/21,1207,Deaths,942.2857143
10/07/21,898,Deaths,849.8571429
11/07/21,720,Deaths,795.4285714
12/07/21,2024,Deaths,764.1428571
13/07/21,625,Deaths,528.1428571
14/07/21,578,Deaths,1010
15/07/21,544,Deaths,1000.285714
16/07/21,560,Deaths,991.2857143
17/07/21,517,Deaths,988.7142857
18/07/21,501,Deaths,992.1428571
19/07/21,372,Deaths,979.2857143
20/07/21,3998,Deaths,985.8571429
21/07/21,510,Deaths,506.2857143
22/07/21,481,Deaths,524.8571429
23/07/21,542,Deaths,534.5714286
24/07/21,541,Deaths,542.5714286
25/07/21,411,Deaths,542.7142857
26/07/21,418,Deaths,544.5714286
27/07/21,641,Deaths,544.8571429
28/07/21,640,Deaths,533.4285714
29/07/21,549,Deaths,518
30/07/21,598,Deaths,506
31/07/21,542,Deaths,508.5714286
01/08/21,424,Deaths,501.2857143
02/08/21,420,Deaths,504.5714286
03/08/21,561,Deaths,498.2857143
04/08/21,532,Deaths,489
05/08/21,465,Deaths,483.1428571
06/08/21,616,Deaths,500
07/08/21,491,Deaths,480.1428571
08/08/21,447,Deaths,480.1428571
09/08/21,376,Deaths,476.4285714
10/08/21,496,Deaths,485.2857143
11/08/21,491,Deaths,477.2857143
12/08/21,583,Deaths,482.4285714
13/08/21,477,Deaths,476.7142857
14/08/21,491,Deaths,462.2857143
15/08/21,421,Deaths,449.4285714
16/08/21,438,Deaths,444.2857143
17/08/21,440,Deaths,432.7142857
18/08/21,527,Deaths,462.7142857
19/08/21,543,Deaths,473.8571429
20/08/21,376,Deaths,466.7142857
21/08/21,401,Deaths,486.4285714
22/08/21,385,Deaths,494.4285714
23/08/21,357,Deaths,514.7142857
24/08/21,650,Deaths,493
25/08/21,605,Deaths,466.1428571
26/08/21,493,Deaths,452.1428571
27/08/21,514,Deaths,432.4285714
28/08/21,457,Deaths,407.8571429
29/08/21,527,Deaths,386.7142857
30/08/21,205,Deaths,342.5714286
31/08/21,462,Deaths,354.7142857
01/09/21,507,Deaths,341.2857143
02/09/21,355,Deaths,317.2857143
03/09/21,342,Deaths,303.4285714
04/09/21,309,Deaths,298.8571429
05/09/21,218,Deaths,303
06/09/21,290,Deaths,303.1428571
07/09/21,368,Deaths,310.2857143
08/09/21,339,Deaths,297.8571429
09/09/21,258,Deaths,311.1428571
10/09/21,310,Deaths,319.7142857
11/09/21,338,Deaths,316.1428571
12/09/21,219,Deaths,311.5714286
13/09/21,340,Deaths,322.5714286
14/09/21,281,Deaths,309.8571429
15/09/21,432,Deaths,324.7142857
16/09/21,318,Deaths,303
17/09/21,285,Deaths,303
18/09/21,306,Deaths,303.8571429
19/09/21,296,Deaths,297.1428571
20/09/21,251,Deaths,294.2857143
21/09/21,385,Deaths,284.2857143
22/09/21,280,Deaths,282.8571429
23/09/21,318,Deaths,287.5714286
24/09/21,291,Deaths,281.8571429
25/09/21,259,Deaths,273.5714286
26/09/21,276,Deaths,271.1428571
27/09/21,181,Deaths,257.7142857
28/09/21,375,Deaths,269.4285714
29/09/21,313,Deaths,255.2857143
30/09/21,278,Deaths,255.7142857
01/10/21,233,Deaths,255.5714286
02/10/21,242,Deaths,257.5714286
03/10/21,182,Deaths,253.4285714
04/10/21,263,Deaths,255
05/10/21,276,Deaths,242.7142857
06/10/21,316,Deaths,236
07/10/21,277,Deaths,226.4285714
08/10/21,247,Deaths,240.8571429
09/10/21,213,Deaths,228.8571429
10/10/21,193,Deaths,219.2857143
11/10/21,177,Deaths,215.2857143
12/10/21,229,Deaths,213.4285714
13/10/21,249,Deaths,209.1428571
14/10/21,378,Deaths,196.4285714
15/10/21,163,Deaths,175.5714286
16/10/21,146,Deaths,247.4285714
17/10/21,165,Deaths,306.4285714
18/10/21,164,Deaths,346
19/10/21,199,Deaths,373.5714286
20/10/21,160,Deaths,428.5714286
21/10/21,232,Deaths,510.5714286
22/10/21,666,Deaths,592.4285714
23/10/21,559,Deaths,576
24/10/21,442,Deaths,559.7142857
25/10/21,357,Deaths,532.4285714
26/10/21,584,Deaths,544.2857143
27/10/21,734,Deaths,500
28/10/21,805,Deaths,462.7142857
29/10/21,551,Deaths,380.1428571
30/10/21,445,Deaths,360.7142857
31/10/21,251,Deaths,371
01/11/21,440,Deaths,372.1428571
02/11/21,274,Deaths,356.4285714
03/11/21,473,Deaths,380.8571429
04/11/21,227,Deaths,363.4285714
05/11/21,415,Deaths,405
06/11/21,517,Deaths,425.2857143
07/11/21,259,Deaths,385.1428571
08/11/21,330,Deaths,370.1428571
09/11/21,445,Deaths,351.2857143
10/11/21,351,Deaths,328.4285714
11/11/21,518,Deaths,345.8571429
12/11/21,557,Deaths,338.2857143
13/11/21,236,Deaths,298.5714286
14/11/21,154,Deaths,309.7142857
15/11/21,198,Deaths,322.8571429
16/11/21,285,Deaths,329.7142857
17/11/21,473,Deaths,349.8571429
18/11/21,465,Deaths,336
19/11/21,279,Deaths,338.1428571
20/11/21,314,Deaths,359.2857143
21/11/21,246,Deaths,412.4285714
22/11/21,246,Deaths,409
23/11/21,426,Deaths,402.4285714
24/11/21,376,Deaths,374.8571429
25/11/21,480,Deaths,393
26/11/21,427,Deaths,380.8571429
27/11/21,686,Deaths,714.8571429
28/11/21,222,Deaths,682.4285714
29/11/21,200,Deaths,682
30/11/21,233,Deaths,685.1428571
01/12/21,503,Deaths,678.2857143
02/12/21,395,Deaths,629.7142857
03/12/21,2765,Deaths,663.7142857
04/12/21,459,Deaths,325.1428571
05/12/21,219,Deaths,303.4285714
06/12/21,222,Deaths,300.2857143
07/12/21,185,Deaths,305.1428571
08/12/21,163,Deaths,314
09/12/21,633,Deaths,339.4285714
10/12/21,395,Deaths,305.1428571
11/12/21,307,Deaths,289.8571429
12/12/21,197,Deaths,283.8571429
13/12/21,256,Deaths,274.5714286
14/12/21,247,Deaths,302.7142857
15/12/21,341,Deaths,312.8571429
16/12/21,393,Deaths,326
17/12/21,288,Deaths,323.1428571
18/12/21,265,Deaths,337.5714286
19/12/21,132,Deaths,322.8571429
20/12/21,453,Deaths,348.5714286
21/12/21,318,Deaths,326
22/12/21,433,Deaths,323.4285714
23/12/21,373,Deaths,300.1428571
24/12/21,389,Deaths,278.4285714
25/12/21,162,Deaths,280.7142857
26/12/21,312,Deaths,298.1428571
27/12/21,295,Deaths,271.2857143
28/12/21,300,Deaths,246.5714286
29/12/21,270,Deaths,280.1428571
30/12/21,221,Deaths,288
31/12/21,405,Deaths,299.7142857
01/01/22,284,Deaths,282.2857143
02/01/22,124,Deaths,288.7142857
03/01/22,122,Deaths,291.8571429
04/01/22,535,Deaths,313.8571429
05/01/22,325,Deaths,300.7142857
06/01/22,303,Deaths,308.5714286
07/01/22,283,Deaths,310.2857143
08/01/22,329,Deaths,327
09/01/22,146,Deaths,324.8571429
10/01/22,276,Deaths,359.2857143
11/01/22,443,Deaths,364
12/01/22,380,Deaths,363.7142857
13/01/22,315,Deaths,379.7142857
14/01/22,400,Deaths,435
15/01/22,314,Deaths,
16/01/22,387,Deaths,
17/01/22,309,Deaths,
18/01/22,441,Deaths,
19/01/22,492,Deaths,
20/01/22,702,Deaths,